,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,avg_cpc,bid,slope
64,63882d10ea239eac10b481fa,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-13,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
65,63882d10ea239eac10b481f9,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,0,0.0,0,0,0,0.0,2022-10-12,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
66,63882d10ea239eac10b481fb,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-15,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
67,63882d10ea239eac10b481fc,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-21,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
68,63882d10ea239eac10b481fe,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-10-08,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
69,63882d10ea239eac10b481fd,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,4,1.15,0,0,0,0.0,2022-10-07,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
70,63882d10ea239eac10b481ff,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,5,0.0,0,0,0,0.0,2022-10-22,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
71,63882d10ea239eac10b482fd,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,9,0.0,0,0,0,0.0,2022-10-27,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
72,63882d10ea239eac10b482fc,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-25,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
73,63882d10ea239eac10b482f9,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,10,1.35,1,1,1,15.94,2022-10-26,0,1,15.94,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
74,63882d10ea239eac10b482f6,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,10,0.0,0,0,0,0.0,2022-10-23,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
75,63882d10ea239eac10b482ff,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,26,0.0,0,0,0,0.0,2022-10-29,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
76,63882d10ea239eac10b482f8,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-10-31,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
77,63882d10ea239eac10b482fa,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,15,0.0,0,0,0,0.0,2022-11-01,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
