,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,clicks_filter,cost_filter,avg_cpc,bid
951,639bbe6007c1047fb99569db,124862359347718,29133953995410,11562017053024,3932195223562143,gloves women,0,1,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.05
952,639bbe6007c1047fb99569e2,159993577479343,29133953995410,11562017053024,3932195223562143,copper fit wrist,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,phrase,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
953,639bbe6007c1047fb99569f3,195327222100532,29133953995410,11562017053024,3932195223562143,wrist support gloves,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
954,63882d10ea239eac10b48089,30590307712734,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,1,0.0,0,0,0,0.0,2022-09-21,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,3,1.8399999999999999,0.6133333333333333,0.35
955,63882d10ea239eac10b48183,30590307712734,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,1,0.0,0,0,0,0.0,2022-09-23,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,4,2.54,0.635,0.35
956,63882d10ea239eac10b48184,30590307712734,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,7,0.0,0,0,0,0.0,2022-09-28,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,4,2.54,0.635,0.35
957,63882d10ea239eac10b48185,30590307712734,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,3,0.0,0,0,0,0.0,2022-09-29,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,4,2.54,0.635,0.35
958,63882d10ea239eac10b48189,30590307712734,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,1,0.0,0,0,0,0.0,2022-09-24,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,4,2.54,0.635,0.35
959,63882d10ea239eac10b4808a,164514043485056,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,1,317,0.7,0,0,0,0.0,2022-09-22,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,exact,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,4,2.54,0.635,0.36
960,63882d10ea239eac10b4808b,164514043485056,116068933213320,220782691721278,3932195223562143,arthritis gloves for women for pain,0,2,0.0,0,0,0,0.0,2022-09-08,0,0,0.0,Gloves - SP - KW - MIX - Discovery,gloves,exact,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,1.38,0.69,0.36
